Time,SessionTag,SubscriberTag,IMSI,Country,Provider,IMEI,Manufacturer,Model,TMSI,Protocol,Latitude,Longitude,Data Source
2025-10-28 10:23:59,,,732101672086771,Colombia,Comcel SA Occel SA / Celcaribe,,,,C1A81CAC,LTE,1.854511,-76.202184,C:\Users\GRIGE-10\AppData\Local\Temp\41puoxx2.bre\cellular3.db3
2025-10-28 10:23:59,,,732101693852092,Colombia,Comcel SA Occel SA / Celcaribe,,,,C50F8F5D,LTE,1.854512,-76.202185,C:\Users\GRIGE-10\AppData\Local\Temp\41puoxx2.bre\cellular3.db3
2025-10-28 10:23:59,,,732101689526673,Colombia,Comcel SA Occel SA / Celcaribe,,,,D1332738,LTE,1.854512,-76.202185,C:\Users\GRIGE-10\AppData\Local\Temp\41puoxx2.bre\cellular3.db3
2025-10-28 10:23:59,,,732101694673641,Colombia,Comcel SA Occel SA / Celcaribe,,,,D598B310,LTE,1.854512,-76.202185,C:\Users\GRIGE-10\AppData\Local\Temp\41puoxx2.bre\cellular3.db3
2025-10-28 10:23:59,,,732101647089311,Colombia,Comcel SA Occel SA / Celcaribe,,,,D67456C2,LTE,1.854512,-76.202185,C:\Users\GRIGE-10\AppData\Local\Temp\41puoxx2.bre\cellular3.db3
2025-10-28 10:24:00,,,732101517070511,Colombia,Comcel SA Occel SA / Celcaribe,,,,C8952A94,LTE,1.854512,-76.202185,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:00,,,732101743201772,Colombia,Comcel SA Occel SA / Celcaribe,,,,C30B271D,LTE,1.854512,-76.202185,C:\Users\GRIGE-10\AppData\Local\Temp\4glj4vz0.uts\cellular2.db3
2025-10-28 10:24:00,,,732101683064053,Colombia,Comcel SA Occel SA / Celcaribe,,,,DA64ACA8,LTE,1.854512,-76.202185,C:\Users\GRIGE-10\AppData\Local\Temp\41puoxx2.bre\cellular3.db3
2025-10-28 10:24:01,,,732101597985052,Colombia,Comcel SA Occel SA / Celcaribe,,,,CB314684,LTE,1.854512,-76.202185,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:01,,,732101647089311,Colombia,Comcel SA Occel SA / Celcaribe,,,,D67456C2,LTE,1.854512,-76.202186,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:01,,,732101683064053,Colombia,Comcel SA Occel SA / Celcaribe,,,,DA64ACA8,LTE,1.854512,-76.202186,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:01,,,732101689526673,Colombia,Comcel SA Occel SA / Celcaribe,,,,D1332738,LTE,1.854512,-76.202185,C:\Users\GRIGE-10\AppData\Local\Temp\4glj4vz0.uts\cellular2.db3
2025-10-28 10:24:02,,,732101613712300,Colombia,Comcel SA Occel SA / Celcaribe,,,,D7681450,LTE,1.854512,-76.202186,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:02,,,732101639263239,Colombia,Comcel SA Occel SA / Celcaribe,,,,D50D1BCE,LTE,1.854512,-76.202186,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:02,,,732101597985052,Colombia,Comcel SA Occel SA / Celcaribe,,,,CB314684,LTE,1.854512,-76.202185,C:\Users\GRIGE-10\AppData\Local\Temp\4glj4vz0.uts\cellular2.db3
2025-10-28 10:24:02,,,732101683064053,Colombia,Comcel SA Occel SA / Celcaribe,,,,DA64ACA8,LTE,1.854512,-76.202186,C:\Users\GRIGE-10\AppData\Local\Temp\4glj4vz0.uts\cellular2.db3
2025-10-28 10:24:02,,,732101613712300,Colombia,Comcel SA Occel SA / Celcaribe,,,,D7681450,LTE,1.854512,-76.202186,C:\Users\GRIGE-10\AppData\Local\Temp\41puoxx2.bre\cellular3.db3
2025-10-28 10:24:03,,,732101719105052,Colombia,Comcel SA Occel SA / Celcaribe,,,,DEB4B17D,LTE,1.854513,-76.202187,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:03,,,732101647089311,Colombia,Comcel SA Occel SA / Celcaribe,,,,D67456C2,LTE,1.854513,-76.202187,C:\Users\GRIGE-10\AppData\Local\Temp\4glj4vz0.uts\cellular2.db3
2025-10-28 10:24:03,,,732101721097655,Colombia,Comcel SA Occel SA / Celcaribe,,,,CA005EED,LTE,1.854513,-76.202187,C:\Users\GRIGE-10\AppData\Local\Temp\41puoxx2.bre\cellular3.db3
2025-10-28 10:24:04,,,732101575890035,Colombia,Comcel SA Occel SA / Celcaribe,,,,C2B413A0,LTE,1.854513,-76.202188,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:04,,,732101719105052,Colombia,Comcel SA Occel SA / Celcaribe,,,,DEB4B17D,LTE,1.854513,-76.202187,C:\Users\GRIGE-10\AppData\Local\Temp\4glj4vz0.uts\cellular2.db3
2025-10-28 10:24:04,,,732101721097655,Colombia,Comcel SA Occel SA / Celcaribe,,,,CA005EED,LTE,1.854513,-76.202188,C:\Users\GRIGE-10\AppData\Local\Temp\4glj4vz0.uts\cellular2.db3
2025-10-28 10:24:04,,,732101716195900,Colombia,Comcel SA Occel SA / Celcaribe,,,,DA6477F3,LTE,1.854513,-76.202188,C:\Users\GRIGE-10\AppData\Local\Temp\4glj4vz0.uts\cellular2.db3
2025-10-28 10:24:04,,,732101719105052,Colombia,Comcel SA Occel SA / Celcaribe,,,,DEB4B17D,LTE,1.854513,-76.202189,C:\Users\GRIGE-10\AppData\Local\Temp\41puoxx2.bre\cellular3.db3
2025-10-28 10:24:05,,,732101721097655,Colombia,Comcel SA Occel SA / Celcaribe,,,,CA005EED,LTE,1.854513,-76.202189,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:05,,,732101542547035,Colombia,Comcel SA Occel SA / Celcaribe,,,,CD01C120,LTE,1.854513,-76.202188,C:\Users\GRIGE-10\AppData\Local\Temp\4glj4vz0.uts\cellular2.db3
2025-10-28 10:24:05,,,732101575890035,Colombia,Comcel SA Occel SA / Celcaribe,,,,C2B413A0,LTE,1.854513,-76.202189,C:\Users\GRIGE-10\AppData\Local\Temp\4glj4vz0.uts\cellular2.db3
2025-10-28 10:24:05,,,732101713033764,Colombia,Comcel SA Occel SA / Celcaribe,,,,C3C6B367,LTE,1.854513,-76.202189,C:\Users\GRIGE-10\AppData\Local\Temp\4glj4vz0.uts\cellular2.db3
2025-10-28 10:24:05,,,732101579726230,Colombia,Comcel SA Occel SA / Celcaribe,,,,C9B48F67,LTE,1.854513,-76.202189,C:\Users\GRIGE-10\AppData\Local\Temp\41puoxx2.bre\cellular3.db3
2025-10-28 10:24:05,,,732101575890035,Colombia,Comcel SA Occel SA / Celcaribe,,,,C2B413A0,LTE,1.854513,-76.202189,C:\Users\GRIGE-10\AppData\Local\Temp\41puoxx2.bre\cellular3.db3
2025-10-28 10:24:06,,,732101734267851,Colombia,Comcel SA Occel SA / Celcaribe,,,,CB025E83,LTE,1.854513,-76.202189,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:06,,,732101713033764,Colombia,Comcel SA Occel SA / Celcaribe,,,,C3C6B367,LTE,1.854513,-76.202189,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:06,,,732101579726230,Colombia,Comcel SA Occel SA / Celcaribe,,,,C9B48F67,LTE,1.854514,-76.202189,C:\Users\GRIGE-10\AppData\Local\Temp\4glj4vz0.uts\cellular2.db3
2025-10-28 10:24:06,,,732101669452988,Colombia,Comcel SA Occel SA / Celcaribe,,,,C104A584,LTE,1.854513,-76.202189,C:\Users\GRIGE-10\AppData\Local\Temp\41puoxx2.bre\cellular3.db3
2025-10-28 10:24:06,,,732101508787126,Colombia,Comcel SA Occel SA / Celcaribe,,,,E1B4B7A4,LTE,1.854513,-76.202189,C:\Users\GRIGE-10\AppData\Local\Temp\41puoxx2.bre\cellular3.db3
2025-10-28 10:24:06,,,732101724810067,Colombia,Comcel SA Occel SA / Celcaribe,,,,C7FADF69,LTE,1.854514,-76.202189,C:\Users\GRIGE-10\AppData\Local\Temp\41puoxx2.bre\cellular3.db3
2025-10-28 10:24:06,,,732101713033764,Colombia,Comcel SA Occel SA / Celcaribe,,,,C3C6B367,LTE,1.854514,-76.202189,C:\Users\GRIGE-10\AppData\Local\Temp\41puoxx2.bre\cellular3.db3
2025-10-28 10:24:07,,,732101669452988,Colombia,Comcel SA Occel SA / Celcaribe,,,,C104A584,LTE,1.854514,-76.202189,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:07,,,732101579726230,Colombia,Comcel SA Occel SA / Celcaribe,,,,C9B48F67,LTE,1.854514,-76.202189,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:07,,,732101731291424,Colombia,Comcel SA Occel SA / Celcaribe,,,,E6B44A2A,LTE,1.854514,-76.202189,C:\Users\GRIGE-10\AppData\Local\Temp\41puoxx2.bre\cellular3.db3
2025-10-28 10:24:07,,,732101716569186,Colombia,Comcel SA Occel SA / Celcaribe,,,,D9831670,LTE,1.854514,-76.202189,C:\Users\GRIGE-10\AppData\Local\Temp\41puoxx2.bre\cellular3.db3
2025-10-28 10:24:08,,,732101743014840,Colombia,Comcel SA Occel SA / Celcaribe,,,,CD166EB6,LTE,1.854514,-76.202189,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:08,,,732111338219337,Colombia,Colombia M�vil SA,,,,,LTE,1.854514,-76.202189,C:\Users\GRIGE-10\AppData\Local\Temp\4glj4vz0.uts\cellular2.db3
2025-10-28 10:24:08,,,732101725057743,Colombia,Comcel SA Occel SA / Celcaribe,,,,C485939A,LTE,1.854514,-76.202189,C:\Users\GRIGE-10\AppData\Local\Temp\4glj4vz0.uts\cellular2.db3
2025-10-28 10:24:08,,,732101731291424,Colombia,Comcel SA Occel SA / Celcaribe,,,,E6B44A2A,LTE,1.854514,-76.202189,C:\Users\GRIGE-10\AppData\Local\Temp\4glj4vz0.uts\cellular2.db3
2025-10-28 10:24:08,,,732101517070511,Colombia,Comcel SA Occel SA / Celcaribe,,,,C897AC4E,LTE,1.854514,-76.202189,C:\Users\GRIGE-10\AppData\Local\Temp\41puoxx2.bre\cellular3.db3
2025-10-28 10:24:08,,,732101743945324,Colombia,Comcel SA Occel SA / Celcaribe,,,,D9417F72,LTE,1.854514,-76.202189,C:\Users\GRIGE-10\AppData\Local\Temp\41puoxx2.bre\cellular3.db3
2025-10-28 10:24:08,,,732111338219337,Colombia,Colombia M�vil SA,,,,,LTE,1.854514,-76.202189,C:\Users\GRIGE-10\AppData\Local\Temp\41puoxx2.bre\cellular3.db3
2025-10-28 10:24:09,,,732101731291424,Colombia,Comcel SA Occel SA / Celcaribe,,,,E6B44A2A,LTE,1.854514,-76.202189,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:09,,,732101658464536,Colombia,Comcel SA Occel SA / Celcaribe,,,,C5059440,LTE,1.854515,-76.202190,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:09,,,732101716569186,Colombia,Comcel SA Occel SA / Celcaribe,,,,D9831670,LTE,1.854515,-76.202190,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:09,,,732101719400242,Colombia,Comcel SA Occel SA / Celcaribe,,,,C503CA6E,LTE,1.854515,-76.202190,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:09,,,732101716569186,Colombia,Comcel SA Occel SA / Celcaribe,,,,D9831670,LTE,1.854514,-76.202189,C:\Users\GRIGE-10\AppData\Local\Temp\4glj4vz0.uts\cellular2.db3
2025-10-28 10:24:09,,,732101734461836,Colombia,Comcel SA Occel SA / Celcaribe,,,,CC1806B8,LTE,1.854514,-76.202189,C:\Users\GRIGE-10\AppData\Local\Temp\4glj4vz0.uts\cellular2.db3
2025-10-28 10:24:09,,,732101743014840,Colombia,Comcel SA Occel SA / Celcaribe,,,,CD166EB6,LTE,1.854515,-76.202190,C:\Users\GRIGE-10\AppData\Local\Temp\4glj4vz0.uts\cellular2.db3
2025-10-28 10:24:10,,,732101692606601,Colombia,Comcel SA Occel SA / Celcaribe,,,,C20E83E4,LTE,1.854515,-76.202190,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:10,,,732101743945324,Colombia,Comcel SA Occel SA / Celcaribe,,,,D9417F72,LTE,1.854515,-76.202190,C:\Users\GRIGE-10\AppData\Local\Temp\4glj4vz0.uts\cellular2.db3
2025-10-28 10:24:11,,,732101719400242,Colombia,Comcel SA Occel SA / Celcaribe,,,,C503CA6E,LTE,1.854515,-76.202190,C:\Users\GRIGE-10\AppData\Local\Temp\4glj4vz0.uts\cellular2.db3
2025-10-28 10:24:11,,,732101734267851,Colombia,Comcel SA Occel SA / Celcaribe,,,,CB034CA2,LTE,1.854515,-76.202190,C:\Users\GRIGE-10\AppData\Local\Temp\4glj4vz0.uts\cellular2.db3
2025-10-28 10:24:14,,,732101694673641,Colombia,Comcel SA Occel SA / Celcaribe,,,,D599D8D9,LTE,1.854516,-76.202190,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:14,,,732101689507087,Colombia,Comcel SA Occel SA / Celcaribe,,,,DA60DD3E,LTE,1.854516,-76.202190,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:15,,,732101743945324,Colombia,Comcel SA Occel SA / Celcaribe,,,,D9417F72,LTE,1.854516,-76.202190,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:15,,,732101734267851,Colombia,Comcel SA Occel SA / Celcaribe,,,,CB034FF3,LTE,1.854516,-76.202190,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:15,,,732101639186932,Colombia,Comcel SA Occel SA / Celcaribe,,,,C620AA29,LTE,1.854516,-76.202190,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:15,,,732101602233829,Colombia,Comcel SA Occel SA / Celcaribe,,,,C2537360,LTE,1.854516,-76.202190,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:15,,,732101647089311,Colombia,Comcel SA Occel SA / Celcaribe,,,,D674619B,LTE,1.854516,-76.202190,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:15,,,732101591867298,Colombia,Comcel SA Occel SA / Celcaribe,,,,D710F9B1,LTE,1.854516,-76.202191,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:15,,,732101716569186,Colombia,Comcel SA Occel SA / Celcaribe,,,,D983D4F5,LTE,1.854516,-76.202191,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:15,,,732101579726230,Colombia,Comcel SA Occel SA / Celcaribe,,,,C7150E88,LTE,1.854516,-76.202191,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:16,,,732101407722142,Colombia,Comcel SA Occel SA / Celcaribe,,,,D597B138,LTE,1.854516,-76.202191,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:16,,,732101672086771,Colombia,Comcel SA Occel SA / Celcaribe,,,,C1A9B292,LTE,1.854516,-76.202191,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:16,,,732101645752271,Colombia,Comcel SA Occel SA / Celcaribe,,,,CF175596,LTE,1.854516,-76.202191,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:17,,,732101683064053,Colombia,Comcel SA Occel SA / Celcaribe,,,,DA64B7E1,LTE,1.854516,-76.202192,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:17,,,732101689526673,Colombia,Comcel SA Occel SA / Celcaribe,,,,D134E07E,LTE,1.854516,-76.202192,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:17,,,732101597985052,Colombia,Comcel SA Occel SA / Celcaribe,,,,CB31498F,LTE,1.854516,-76.202194,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:18,,,732101547359489,Colombia,Comcel SA Occel SA / Celcaribe,,,,DDB40431,LTE,1.854516,-76.202194,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:18,,,732101517070511,Colombia,Comcel SA Occel SA / Celcaribe,,,,C897B1F7,LTE,1.854516,-76.202194,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:19,,,732101508787126,Colombia,Comcel SA Occel SA / Celcaribe,,,,D134E40A,LTE,1.854516,-76.202195,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:19,,,732101743014840,Colombia,Comcel SA Occel SA / Celcaribe,,,,CD18427E,LTE,1.854516,-76.202195,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:19,,,732360021857969,Colombia,,,,,F0B47BAD,LTE,1.854516,-76.202195,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:19,,,732101719105052,Colombia,Comcel SA Occel SA / Celcaribe,,,,CB034C88,LTE,1.854516,-76.202195,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:19,,,732101556036106,Colombia,Comcel SA Occel SA / Celcaribe,,,,CD0EB105,LTE,1.854517,-76.202194,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:20,,,732101726833952,Colombia,Comcel SA Occel SA / Celcaribe,,,,CB1D0BE5,LTE,1.854517,-76.202194,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:20,,,732101721097655,Colombia,Comcel SA Occel SA / Celcaribe,,,,CA00BAE4,LTE,1.854517,-76.202194,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:21,,,732101639263239,Colombia,Comcel SA Occel SA / Celcaribe,,,,D50D1E6F,LTE,1.854518,-76.202195,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:23,,,732101713033764,Colombia,Comcel SA Occel SA / Celcaribe,,,,C3C6B367,LTE,1.854522,-76.202195,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:23,,,732101734267915,Colombia,Comcel SA Occel SA / Celcaribe,,,,CE04D4B2,LTE,1.854522,-76.202195,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:24,,,732101669452988,Colombia,Comcel SA Occel SA / Celcaribe,,,,C104AB58,LTE,1.854530,-76.202195,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:24,,,732123635567295,Colombia,movistar,,,,C5590913,LTE,1.854530,-76.202195,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:25,,,732101693852092,Colombia,Comcel SA Occel SA / Celcaribe,,,,D4B4AEC7,LTE,1.854540,-76.202195,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:25,,,732101584230981,Colombia,Comcel SA Occel SA / Celcaribe,,,,CC4FDA34,LTE,1.854555,-76.202195,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:27,,,732101555158419,Colombia,Comcel SA Occel SA / Celcaribe,,,,D9B48786,LTE,1.854583,-76.202193,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:27,,,732101611264953,Colombia,Comcel SA Occel SA / Celcaribe,,,,C5B4C5EE,LTE,1.854583,-76.202193,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:28,,,732101613712300,Colombia,Comcel SA Occel SA / Celcaribe,,,,D76ABAF0,LTE,1.854627,-76.202194,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
2025-10-28 10:24:36,,,732101683064053,Colombia,Comcel SA Occel SA / Celcaribe,,,,DA64C1C3,LTE,1.855033,-76.202237,C:\Users\GRIGE-10\AppData\Local\Temp\41puoxx2.bre\cellular3.db3
2025-10-28 10:24:36,,,732101407722142,Colombia,Comcel SA Occel SA / Celcaribe,,,,D599E3A4,LTE,1.855069,-76.202247,C:\Users\GRIGE-10\AppData\Local\Temp\41puoxx2.bre\cellular3.db3
2025-10-28 10:24:37,,,732101683064053,Colombia,Comcel SA Occel SA / Celcaribe,,,,DA64C1C3,LTE,1.855033,-76.202237,C:\Users\GRIGE-10\AppData\Local\Temp\vpb5iqny.n51\cellular1.db3
